task_id,task_name,global_step,average_reward
1,T1: short+no wind,250,31.4
1,T1: short+no wind,500,38.0
1,T1: short+no wind,750,36.4
1,T1: short+no wind,1000,54.2
1,T1: short+no wind,1250,94.6
1,T1: short+no wind,1500,74.4
1,T1: short+no wind,1750,144.8
1,T1: short+no wind,2000,168.0
1,T1: short+no wind,2250,208.2
1,T1: short+no wind,2500,308.6
1,T1: short+no wind,2750,345.4
1,T1: short+no wind,3000,350.8
1,T1: short+no wind,3250,408.6
1,T1: short+no wind,3500,408.4
1,T1: short+no wind,3750,408.2
1,T1: short+no wind,4000,408.2
1,T1: short+no wind,4250,408.2
1,T1: short+no wind,4500,408.2
1,T1: short+no wind,4750,397.6
1,T1: short+no wind,5000,376.2
1,T1: short+no wind,5250,408.2
1,T1: short+no wind,5500,381.2
1,T1: short+no wind,5750,408.0
1,T1: short+no wind,6000,380.8
1,T1: short+no wind,6250,383.0
1,T1: short+no wind,6500,384.4
1,T1: short+no wind,6750,384.0
1,T1: short+no wind,7000,370.4
1,T1: short+no wind,7250,390.0
1,T1: short+no wind,7500,362.6
1,T1: short+no wind,7750,364.6
1,T1: short+no wind,8000,368.8
1,T1: short+no wind,8250,363.4
1,T1: short+no wind,8500,362.6
1,T1: short+no wind,8750,357.8
1,T1: short+no wind,9000,379.4
1,T1: short+no wind,9250,360.0
1,T1: short+no wind,9500,367.0
1,T1: short+no wind,9750,371.4
1,T1: short+no wind,10000,369.2
1,T1: short+no wind,10250,364.2
1,T1: short+no wind,10500,358.6
1,T1: short+no wind,10750,365.0
1,T1: short+no wind,11000,371.6
1,T1: short+no wind,11250,369.6
1,T1: short+no wind,11500,368.2
1,T1: short+no wind,11750,368.0
1,T1: short+no wind,12000,360.2
1,T1: short+no wind,12250,407.8
1,T1: short+no wind,12500,373.8
1,T1: short+no wind,12750,383.6
1,T1: short+no wind,13000,397.8
1,T1: short+no wind,13250,407.2
1,T1: short+no wind,13500,384.2
1,T1: short+no wind,13750,393.0
1,T1: short+no wind,14000,408.6
1,T1: short+no wind,14250,408.6
1,T1: short+no wind,14500,404.8
1,T1: short+no wind,14750,408.6
